Index,Time [s],Voltage [V],Current [A],Negative electrode potential [V],Positive electrode potential [V]
7111,106180.56,3.3611,0,0.7966,4.1429
7112,106181.28,3.3602,0,0.7971,4.1424
7113,106182.36,3.359,0,0.7974,4.1419
7114,106183.44,3.3582,0,0.7977,4.1411
7115,106184.52,3.3574,0,0.7982,4.141
7116,106185.6,3.3564,0,0.7987,4.1402
7117,106186.32,3.3556,0,0.799,4.1398
7118,106187.4,3.3545,0,0.7993,4.1389
7119,106188.48,3.3536,0,0.7995,4.1384
7120,106189.56,3.3529,0,0.7998,4.1381
7121,106190.28,3.3521,0,0.8004,4.1376
7122,106191.36,3.3512,0,0.8009,4.1371
7123,106192.44,3.3504,0,0.8011,4.1365
7124,106193.52,3.3497,0,0.8016,4.1362
7125,106194.6,3.3489,0,0.8017,4.1357
7126,106195.32,3.3484,0,0.8019,4.1357
7127,106195.32,3.348,0,0.8019,4.1357
7128,106211.52,3.3376,0,0.8062,4.129
7129,106233.84,3.3274,0,0.8102,4.1225
7130,106265.16,3.3173,0,0.8137,4.116
7131,106314.84,3.3072,0,0.8164,4.1087
7132,106374.96,3.3001,0,0.8179,4.1026
7133,106434.72,3.2955,0,0.8183,4.0979
7134,106494.84,3.292,0,0.8179,4.0942
7135,106554.96,3.2894,0,0.8178,4.0915
7136,106614.72,3.2877,0,0.8171,4.0883
7137,106674.84,3.2859,0,0.8165,4.0861
7138,106734.96,3.2848,0,0.8159,4.084
7139,106794.72,3.2836,0,0.8151,4.0818
7140,106854.84,3.2828,0,0.8143,4.0802
7141,106914.96,3.2818,0,0.8135,4.0783
7142,106974.72,3.281,0,0.8129,4.0767
7143,107034.84,3.2801,0,0.8122,4.0751
7144,107094.96,3.2796,0,0.8116,4.0735
7145,107154.72,3.279,0,0.8109,4.0726
7146,107214.84,3.2786,0,0.8103,4.0711
7147,107274.96,3.2779,0,0.8097,4.0703
7148,107334.72,3.2776,0,0.8092,4.0692
7149,107394.84,3.2773,0,0.8086,4.068
7150,107454.96,3.277,0,0.8081,4.0668
7151,107514.72,3.2766,0,0.8076,4.0659
7152,107574.84,3.2763,0,0.8073,4.0651
7153,107634.96,3.2758,0,0.8065,4.0641
7154,107694.72,3.2753,0,0.806,4.0632
7155,107754.84,3.2752,0,0.8055,4.0625
7156,107814.96,3.2749,0,0.8052,4.0617
7157,107874.72,3.2744,0,0.8049,4.061
7158,107934.84,3.2743,0,0.8044,4.0605
7159,107994.96,3.274,0,0.8039,4.0597
7160,108054.72,3.2738,0,0.8038,4.059
7161,108114.84,3.2737,0,0.8033,4.0586
7162,108174.96,3.2734,0,0.803,4.0576
7163,108234.72,3.2732,0,0.8027,4.057
7164,108294.84,3.2729,0,0.8022,4.0567
7165,108354.96,3.2728,0,0.8019,4.056
7166,108414.72,3.2726,0,0.8016,4.0557
7167,108474.84,3.2726,0,0.8014,4.0551
7168,108534.96,3.2724,0,0.8009,4.0548
7169,108594.72,3.2723,0,0.8006,4.0543
7170,108654.84,3.2718,0,0.8004,4.0538
7171,108714.96,3.2718,0,0.8,4.0532
7172,108774.72,3.2717,0,0.7998,4.0525
7173,108834.84,3.2715,0,0.7993,4.0524
7174,108894.96,3.2714,0,0.7992,4.0519
7175,108954.72,3.2711,0,0.799,4.0516
7176,109014.84,3.2711,0,0.7987,4.0513
7177,109074.96,3.2709,0,0.7985,4.0509
7178,109134.72,3.2708,0,0.7984,4.0505
7179,109194.84,3.2706,0,0.7982,4.05
7180,109254.96,3.2705,0,0.7981,4.0498
7181,109314.72,3.2705,0,0.7979,4.0495
7182,109374.84,3.2705,0,0.7976,4.049
7183,109434.96,3.2703,0,0.7976,4.049
7184,109494.72,3.2703,0,0.7973,4.0485
7185,109554.84,3.2702,0,0.7971,4.0485
7186,109614.96,3.2699,0,0.7971,4.0484
7187,109674.72,3.2697,0,0.7971,4.0478
7188,109734.84,3.2697,0,0.7971,4.0476
7189,109735.2,3.2697,0,0.7968,4.0478
7190,109735.2,3.4559,5.00236511,0.797,4.0478
7191,109735.56,3.4804,5.00022888,0.797,4.0478
7192,109735.92,3.492,5.00022888,0.6662,4.1284
7193,109736.64,3.503,5.00007629,0.6536,4.1349
7194,109737.72,3.5113,4.99977112,0.6487,4.1389
7195,109738.8,3.5181,4.99977112,0.6452,4.1421
7196,109739.52,3.5239,5.00022888,0.6425,4.1452
7197,109740.6,3.5293,5.00007629,0.64,4.148
7198,109741.68,3.5343,5.00038147,0.6379,4.151
7199,109742.76,3.539,5.00068665,0.6355,4.1534
7200,109743.48,3.5431,4.99977112,0.6333,4.1557
7201,109744.56,3.5473,4.99992371,0.6312,4.1583
7202,109745.64,3.5514,4.99977112,0.6296,4.1608
7203,109746.72,3.555,4.99961853,0.6279,4.1629
7204,109747.8,3.5589,4.99946594,0.6265,4.1647
7205,109748.52,3.5624,4.99961853,0.625,4.1664
7206,109749.6,3.5657,4.99977112,0.6231,4.1682
7207,109750.68,3.5688,4.99992371,0.6218,4.1701
7208,109751.76,3.572,5.00038147,0.6201,4.1716
7209,109752.84,3.5747,5.00022888,0.619,4.1739
7210,109753.56,3.5778,5.00053406,0.6179,4.1753
7211,109754.64,3.5805,4.99977112,0.6163,4.1771
7212,109755.72,3.5834,4.99977112,0.6153,4.1783
7213,109756.8,3.5859,4.99977112,0.6142,4.1799
7214,109757.52,3.5886,4.99977112,0.6131,4.1814
7215,109758.6,3.5906,4.99992371,0.612,4.1825
7216,109759.68,3.5929,5.00007629,0.6107,4.1837
7217,109760.76,3.595,5.00007629,0.6098,4.1853
7218,109761.84,3.5972,5.00007629,0.609,4.1866
7219,109762.56,3.599,5.00053406,0.6082,4.1876
7220,109763.64,3.6011,5.00007629,0.6072,4.1883
7221,109764.72,3.6027,5.00022888,0.6066,4.1898
7222,109765.8,3.6045,4.99992371,0.6058,4.1904
7223,109766.52,3.606,4.99961853,0.6048,4.1915
7224,109767.6,3.6077,4.99977112,0.6043,4.1922
7225,109768.68,3.6091,5.00053406,0.6037,4.1931
7226,109769.76,3.6104,5.00053406,0.6031,4.1941
7227,109770.48,3.6117,5.00022888,0.6026,4.1947
7228,109771.56,3.6129,5.00053406,0.6021,4.1957
7229,109772.64,3.6141,5.00007629,0.6015,4.1961
7230,109773.72,3.6155,5.00022888,0.601,4.1968
7231,109774.8,3.6164,5.00053406,0.6007,4.1974
7232,109775.52,3.6178,4.99977112,0.6001,4.1981
7233,109776.6,3.6184,5.00007629,0.5994,4.1987
7234,109777.68,3.6196,5.00038147,0.5991,4.199
7235,109778.76,3.6204,5.00022888,0.5988,4.1998
7236,109779.84,3.6213,4.99977112,0.5986,4.2004
7237,109780.56,3.622,5.00007629,0.5983,4.2008
7238,109781.64,3.6231,4.99977112,0.5978,4.2017
7239,109782.72,3.624,4.99992371,0.5975,4.202
7240,109783.8,3.6248,5.00038147,0.5969,4.2023
7241,109784.52,3.6252,5.00007629,0.5966,4.2031
7242,109785.6,3.626,5.00022888,0.5962,4.203
7243,109786.68,3.6268,4.99977112,0.5959,4.2039
7244,109787.76,3.6277,4.99977112,0.5958,4.2039
7245,109788.48,3.6283,4.99992371,0.5953,4.2046
7246,109789.56,3.6292,5.00022888,0.595,4.2047
7247,109790.64,3.6297,5.00038147,0.5948,4.2052
7248,109791.72,3.6303,4.99992371,0.5945,4.2057
7249,109792.8,3.631,4.99977112,0.5942,4.206
7250,109793.52,3.6315,5.00022888,0.5938,4.2065
7251,109794.6,3.6321,4.99961853,0.5935,4.207
7252,109795.68,3.6327,5.00038147,0.5935,4.207
7253,109796.76,3.6335,5.00038147,0.5931,4.2074
7254,109797.48,3.6341,5.00053406,0.5929,4.2078
7255,109798.56,3.6347,4.99946594,0.5926,4.2082
7256,109799.64,3.635,4.99977112,0.5923,4.2085
7257,109800.72,3.6356,4.99992371,0.5921,4.2089
7258,109801.8,3.6362,5.00022888,0.5918,4.2093
7259,109802.52,3.6367,5.00007629,0.5916,4.2095
7260,109803.6,3.637,5.00007629,0.5913,4.21
7261,109804.68,3.6379,4.99992371,0.5911,4.2098
7262,109805.76,3.6382,4.99961853,0.591,4.2106
7263,109806.84,3.639,5.00007629,0.5907,4.2108
7264,109807.56,3.6394,5.00038147,0.5905,4.2113
7265,109808.64,3.6399,5.00038147,0.59,4.2117
7266,109809.72,3.6405,4.99946594,0.59,4.2117
7267,109810.8,3.6408,5.00007629,0.5897,4.212
7268,109811.52,3.6413,4.99992371,0.5896,4.2124
7269,109812.6,3.6419,5.00022888,0.5894,4.2127
7270,109813.68,3.6423,5.00007629,0.5892,4.2128
7271,109814.76,3.6428,4.99946594,0.5891,4.2133
7272,109815.48,3.6431,5.00007629,0.5886,4.2135
7273,109816.56,3.6435,4.99977112,0.5886,4.214
7274,109817.64,3.6443,5.00038147,0.5884,4.2141
7275,109818.72,3.6446,5.00022888,0.5881,4.2144
7276,109819.8,3.6449,4.99992371,0.588,4.2146
7277,109820.52,3.6455,4.99961853,0.5878,4.2151
7278,109821.6,3.6463,5.00022888,0.5876,4.2151
7279,109822.68,3.6466,4.99992371,0.5875,4.2154
7280,109823.76,3.6469,4.99992371,0.5872,4.2159
7281,109824.84,3.6475,5.00022888,0.5872,4.2162
7282,109825.56,3.6477,5.00022888,0.5867,4.2163
7283,109826.64,3.6481,4.99977112,0.5865,4.2167
7284,109827.72,3.6487,4.99946594,0.5862,4.2171
7285,109828.8,3.6493,5.00007629,0.5862,4.2173
7286,109829.52,3.6495,5.00022888,0.5859,4.2175
7287,109830.6,3.6501,5.00022888,0.5857,4.2178
7288,109831.68,3.6506,5.00007629,0.5854,4.2179
7289,109832.76,3.651,5.00053406,0.5853,4.2186
7290,109833.48,3.6515,5.00038147,0.5851,4.2187
7291,109834.56,3.6516,4.99992371,0.5849,4.2189
7292,109835.64,3.6524,4.99992371,0.5848,4.2194
7293,109836.72,3.6527,4.99946594,0.5846,4.2195
7294,109837.8,3.6532,4.99977112,0.5843,4.2197
7295,109838.52,3.6536,4.99977112,0.5841,4.2198
7296,109839.6,3.6539,4.99946594,0.584,4.2202
7297,109840.68,3.6544,5.00007629,0.5837,4.2206
7298,109841.76,3.655,5.00022888,0.5837,4.221
7299,109842.48,3.6553,5.00022888,0.5834,4.2214
7300,109843.56,3.6558,4.99992371,0.5832,4.2214
7301,109844.64,3.6564,4.99977112,0.583,4.2219
7302,109845.72,3.6568,5.00007629,0.583,4.2221
7303,109846.8,3.6571,5.00038147,0.5827,4.2225
7304,109847.52,3.6576,5.00038147,0.5824,4.2227
7305,109848.6,3.658,5.00038147,0.5824,4.2229
7306,109849.68,3.6585,5.00038147,0.5821,4.2233
7307,109850.76,3.6588,4.99961853,0.5821,4.2237
7308,109851.84,3.6593,4.99992371,0.5818,4.2238
7309,109852.56,3.6597,4.99931335,0.5816,4.2241
7310,109853.64,3.66,4.99992371,0.5814,4.224
7311,109854.72,3.6605,4.99977112,0.5811,4.2246
7312,109855.8,3.6611,4.99946594,0.581,4.2248
7313,109856.52,3.6616,5.00007629,0.5808,4.2252
7314,109857.6,3.6619,5.00022888,0.5806,4.2256
7315,109858.68,3.6622,5.00022888,0.5806,4.2256
7316,109859.76,3.6628,4.99977112,0.5803,4.226
7317,109860.48,3.6631,4.99992371,0.5802,4.2264
7318,109861.56,3.6637,4.99946594,0.58,4.2265
7319,109862.64,3.6641,4.99977112,0.5797,4.2268
7320,109863.72,3.6643,5.00007629,0.5795,4.227
7321,109864.8,3.6649,5.00007629,0.5795,4.2273
7322,109865.52,3.6654,4.99992371,0.5792,4.2275
7323,109866.6,3.6655,5.00038147,0.5791,4.2281
7324,109867.68,3.6663,4.99992371,0.5789,4.2283
7325,109868.76,3.6667,5.00022888,0.5786,4.2284
7326,109869.48,3.667,5.00007629,0.5787,4.2287
7327,109870.56,3.6672,5.00007629,0.5783,4.2289
7328,109871.64,3.668,4.99946594,0.5783,4.2292
7329,109872.72,3.6681,4.99977112,0.5781,4.2294
7330,109873.8,3.6686,5.00022888,0.5778,4.2299
7331,109874.52,3.6692,5.00038147,0.5776,4.23
7332,109875.6,3.6696,4.99977112,0.5775,4.2303
7333,109876.68,3.6698,5.00022888,0.5775,4.2303
7334,109877.76,3.6703,5.00038147,0.5771,4.2311
7335,109878.48,3.6709,5.00022888,0.577,4.2311
7336,109879.56,3.6713,5.00022888,0.577,4.2315
7337,109880.64,3.6713,5.00038147,0.5767,4.2321
7338,109881.72,3.6719,4.99977112,0.5765,4.2322
7339,109882.8,3.6724,4.99961853,0.5762,4.2324
7340,109883.52,3.6728,4.99977112,0.5762,4.2326
7341,109884.6,3.6733,4.99961853,0.576,4.2329
7342,109885.32,3.6733,5.00007629,0.5759,4.2329
7343,109885.32,3.5224,0,0.5759,4.2329
7344,109885.32,3.51,0,0.5759,4.2332
7345,109886.4,3.5009,0,0.6882,4.1747
7346,109887.48,3.4958,0,0.6905,4.1715
7347,109888.56,3.4917,0,0.6929,4.1694
7348,109889.64,3.4888,0,0.6939,4.1678
7349,109890.36,3.4859,0,0.6953,4.1658
7350,109891.44,3.4835,0,0.6963,4.1647
7351,109892.52,3.4809,0,0.6971,4.1629
7352,109893.6,3.4789,0,0.698,4.1621
7353,109894.32,3.4768,0,0.6991,4.1612
7354,109895.4,3.4749,0,0.7003,4.1594
7355,109896.48,3.4733,0,0.7009,4.1583
7356,109897.56,3.4713,0,0.7012,4.1575
7357,109898.64,3.4696,0,0.702,4.1565
7358,109899.36,3.4681,0,0.7028,4.1556
7359,109900.44,3.4665,0,0.7033,4.1546
7360,109901.52,3.4653,0,0.7042,4.1537
7361,109902.6,3.4638,0,0.7045,4.153
7362,109903.32,3.4624,0,0.7052,4.1524
7363,109904.4,3.4611,0,0.7057,4.1516
7364,109905.48,3.4597,0,0.7063,4.1505
7365,109906.56,3.4588,0,0.7069,4.15
7366,109907.64,3.4574,0,0.7074,4.1494
7367,109908.36,3.4563,0,0.7077,4.1489
7368,109909.44,3.4553,0,0.7082,4.1483
7369,109910.52,3.4543,0,0.7088,4.1478
7370,109911.6,3.4531,0,0.7095,4.1468
7371,109912.32,3.4522,0,0.7098,4.1464
7372,109913.4,3.4511,0,0.7103,4.1457
7373,109914.48,3.4502,0,0.7104,4.1456
7374,109915.56,3.4491,0,0.7111,4.1449
7375,109916.64,3.4481,0,0.7114,4.1443
7376,109917.36,3.4473,0,0.7117,4.1438
7377,109918.44,3.4466,0,0.7123,4.1435
7378,109919.52,3.4458,0,0.7125,4.1432
7379,109920.6,3.4449,0,0.713,4.1424
7380,109921.32,3.4441,0,0.7131,4.1421
7381,109922.4,3.4435,0,0.7133,4.1416
7382,109923.48,3.4423,0,0.7139,4.1411
7383,109924.56,3.4418,0,0.7142,4.141
7384,109925.64,3.4409,0,0.7144,4.1405
7385,109926.36,3.4401,0,0.7149,4.1398
7386,109927.44,3.4395,0,0.715,4.1392
7387,109928.52,3.4391,0,0.7155,4.139
7388,109929.6,3.4383,0,0.7157,4.1389
7389,109930.32,3.4379,0,0.7162,4.1383
7390,109931.4,3.4371,0,0.7162,4.1379
7391,109932.48,3.4363,0,0.7166,4.1378
7392,109933.56,3.4359,0,0.7168,4.1375
7393,109934.64,3.4353,0,0.7171,4.1371
7394,109935.36,3.4345,0,0.7174,4.1365
7395,109936.44,3.4339,0,0.7177,4.1365
7396,109937.52,3.4336,0,0.7179,4.136
7397,109938.6,3.4327,0,0.7181,4.1359
7398,109939.32,3.4322,0,0.7184,4.1355
7399,109940.4,3.4316,0,0.7185,4.1352
7400,109941.48,3.4313,0,0.7187,4.1348
7401,109942.56,3.4307,0,0.719,4.1346
7402,109943.64,3.4304,0,0.7192,4.1343
7403,109944.36,3.4296,0,0.7197,4.134
7404,109945.44,3.4293,0,0.7198,4.1338
7405,109945.44,3.4296,0,0.7198,4.1338
7406,109969.56,3.4194,0,0.7241,4.1284
7407,110010.24,3.4093,0,0.7287,4.1225
7408,110070.36,3.4012,0,0.7324,4.1176
7409,110130.12,3.397,0,0.7338,4.1146
7410,110190.24,3.3944,0,0.7346,4.1125
7411,110250.36,3.3925,0,0.7348,4.1106
7412,110310.12,3.391,0,0.7349,4.1091
7413,110370.24,3.3899,0,0.7348,4.1076
7414,110430.36,3.389,0,0.7346,4.1064
7415,110490.12,3.3884,0,0.7341,4.1055
7416,110550.24,3.3878,0,0.7338,4.1045
7417,110610.36,3.3874,0,0.7338,4.1034
7418,110670.12,3.3866,0,0.7335,4.1025
7419,110730.24,3.386,0,0.7332,4.1014
7420,110790.36,3.3858,0,0.733,4.1007
7421,110850.12,3.3857,0,0.7325,4.0999
7422,110910.24,3.3851,0,0.7322,4.0991
7423,110970.36,3.3848,0,0.7319,4.0983
7424,111030.12,3.3846,0,0.7316,4.0975
7425,111090.24,3.3845,0,0.7313,4.0969
7426,111150.36,3.3843,0,0.7311,4.0964
7427,111210.12,3.384,0,0.7306,4.0958
7428,111270.24,3.384,0,0.7303,4.0951
7429,111330.36,3.3837,0,0.73,4.0948
7430,111390.12,3.3837,0,0.7298,4.0945
7431,111450.24,3.3835,0,0.7294,4.0942
7432,111510.36,3.3834,0,0.729,4.0934
7433,111570.12,3.3832,0,0.7287,4.0929
7434,111630.24,3.3831,0,0.7287,4.0923
7435,111690.36,3.3829,0,0.7282,4.0921
7436,111750.12,3.3829,0,0.7281,4.092
7437,111810.24,3.3826,0,0.7278,4.0913
7438,111870.36,3.3826,0,0.7274,4.0909
7439,111930.12,3.3825,0,0.7273,4.0904
7440,111990.24,3.3825,0,0.7267,4.0901
7441,112050.36,3.3823,0,0.7265,4.0897
7442,112110.12,3.3823,0,0.7262,4.0891
7443,112170.24,3.3822,0,0.7262,4.0888
7444,112230.36,3.3819,0,0.726,4.0886
7445,112290.12,3.382,0,0.7257,4.0883
7446,112350.24,3.3819,0,0.7255,4.0882
7447,112410.36,3.3817,0,0.7254,4.0877
7448,112470.12,3.3817,0,0.7252,4.0875
7449,112530.24,3.3817,0,0.7251,4.0875
7450,112590.36,3.3816,0,0.7249,4.087
7451,112650.12,3.3814,0,0.7247,4.0869
7452,112710.24,3.3812,0,0.7246,4.0867
7453,112770.36,3.3812,0,0.7247,4.0866
7454,112830.12,3.3811,0,0.7246,4.0866
7455,112890.24,3.3812,0,0.7243,4.0862
7456,112950.36,3.3811,0,0.7241,4.0861
7457,113010.12,3.3811,0,0.7241,4.0858
7458,113070.24,3.3811,0,0.7239,4.0859
7459,113130.36,3.3811,0,0.7239,4.0858
7460,113190.12,3.3808,0,0.7238,4.0854
7461,113250.24,3.3809,0,0.7235,4.0853
7462,113310.36,3.3808,0,0.7235,4.0853
7463,113370.12,3.3808,0,0.7236,4.085
7464,113430.24,3.3808,0,0.7232,4.0848
7465,113485.32,3.3809,0,0.7233,4.0847
7466,113485.32,3.5583,5.00114441,0.7233,4.0847
7467,113485.32,3.5729,4.99992371,0.7233,4.0847
7468,113486.4,3.5836,5.00007629,0.5946,4.1583
7469,113487.12,3.59,5.00022888,0.5911,4.1608
7470,113488.2,3.5946,5.00053406,0.5892,4.1631
7471,113489.28,3.5979,4.99992371,0.5875,4.165
7472,113490.36,3.6011,4.99992371,0.5861,4.1667
7473,113491.08,3.6037,5.00007629,0.5851,4.1685
7474,113492.16,3.6065,4.99992371,0.584,4.1697
7475,113493.24,3.6086,5.00007629,0.583,4.1712
7476,113494.32,3.6106,4.99992371,0.5819,4.1726
7477,113495.4,3.6124,5.00007629,0.5813,4.1739
7478,113496.12,3.6144,5.00007629,0.5806,4.1748
7479,113497.2,3.6159,5.00007629,0.5802,4.1758
7480,113498.28,3.6178,5.00022888,0.5794,4.1769
7481,113499.36,3.6191,4.99977112,0.5791,4.1777
7482,113500.08,3.6205,5.00022888,0.5783,4.1786
7483,113501.16,3.6219,4.99961853,0.5776,4.1794
7484,113502.24,3.6236,5.00022888,0.5771,4.1802
7485,113503.32,3.6246,5.00038147,0.5765,4.1814
7486,113504.4,3.626,4.99992371,0.576,4.1821
7487,113505.12,3.6274,5.00022888,0.5756,4.1831
7488,113506.2,3.6286,5.00022888,0.5751,4.1836
7489,113507.28,3.6297,4.99992371,0.5748,4.1845
7490,113508.36,3.631,4.99977112,0.574,4.1852
7491,113509.08,3.6321,4.99977112,0.5736,4.186
7492,113510.16,3.6335,5.00007629,0.5732,4.1863
7493,113511.24,3.6345,5.00007629,0.5727,4.1872
7494,113512.32,3.6356,5.00022888,0.5722,4.1879
7495,113513.4,3.6365,5.00007629,0.5717,4.1885
7496,113514.12,3.6378,4.99961853,0.5714,4.1893
7497,113515.2,3.6388,5.00007629,0.5709,4.1899
7498,113516.28,3.6399,4.99961853,0.5705,4.1909
7499,113517.36,3.641,4.99977112,0.5702,4.1912
7500,113518.08,3.642,4.99977112,0.5694,4.1917
7501,113519.16,3.6431,5.00068665,0.5694,4.1923
7502,113520.24,3.644,4.99961853,0.5686,4.1931
7503,113521.32,3.6451,5.00022888,0.5681,4.1936
7504,113522.4,3.646,5.00007629,0.5679,4.1942
7505,113523.12,3.6469,4.99961853,0.5674,4.1947
7506,113524.2,3.648,5.00007629,0.567,4.1953
7507,113525.28,3.6489,5.00007629,0.5667,4.196
7508,113526.36,3.65,5.00022888,0.5662,4.1965
7509,113527.08,3.6509,5.00007629,0.5657,4.1971
7510,113528.16,3.6518,4.99992371,0.5654,4.1976
7511,113529.24,3.6527,4.99992371,0.5649,4.1985
7512,113530.32,3.6538,4.99992371,0.5647,4.1992
7513,113531.4,3.6545,5.00007629,0.5639,4.1995
7514,113532.12,3.6556,5.00022888,0.5638,4.1998
7515,113533.2,3.6564,5.00038147,0.5633,4.2003
7516,113534.28,3.6571,5.00053406,0.563,4.2009
7517,113535.36,3.6582,4.99961853,0.5627,4.2019
7518,113536.08,3.6591,4.99946594,0.5624,4.202
7519,113537.16,3.6599,5.00022888,0.5619,4.2025
7520,113538.24,3.6606,5.00022888,0.5616,4.2031
7521,113539.32,3.6616,5.00038147,0.5611,4.2038
7522,113540.4,3.6625,4.99992371,0.5608,4.2039
7523,113541.12,3.6634,4.99977112,0.5606,4.2046
7524,113542.2,3.664,5.00007629,0.56,4.205
7525,113543.28,3.6651,5.00007629,0.5598,4.2058
7526,113544.36,3.6655,5.00068665,0.5593,4.2062
7527,113545.08,3.6666,4.99992371,0.5592,4.2066
7528,113546.16,3.6672,4.99992371,0.5587,4.2071
7529,113547.24,3.6681,4.99992371,0.5587,4.2074
7530,113548.32,3.6687,4.99946594,0.5581,4.2081
7531,113549.4,3.6696,4.99977112,0.5577,4.2085
7532,113550.12,3.6706,5.00068665,0.5574,4.209
7533,113551.2,3.6712,4.99977112,0.5571,4.2093
7534,113552.28,3.6718,5.00007629,0.5571,4.2098
7535,113553.36,3.6728,5.00007629,0.5565,4.2105
7536,113554.08,3.6735,4.99992371,0.5563,4.2109
7537,113555.16,3.6742,5.00007629,0.5558,4.2114
7538,113556.24,3.675,4.99931335,0.5557,4.2117
7539,113557.32,3.6756,4.99992371,0.5552,4.2124
7540,113558.4,3.6764,5.00053406,0.5549,4.2125
7541,113559.12,3.677,5.00007629,0.5546,4.213
7542,113560.2,3.6777,4.99992371,0.5544,4.2136
7543,113561.28,3.6783,5.00038147,0.5539,4.214
7544,113562.36,3.6791,4.99977112,0.5538,4.2143
7545,113563.08,3.6799,5.00022888,0.5533,4.2148
7546,113564.16,3.6803,5.00022888,0.5533,4.2151
7547,113565.24,3.6811,5.00038147,0.553,4.2157
7548,113566.32,3.6817,5.00007629,0.5527,4.2159
7549,113567.4,3.6825,5.00007629,0.5525,4.2165
7550,113568.12,3.6831,4.99977112,0.5522,4.217
7551,113569.2,3.6837,5.00007629,0.5522,4.2171
7552,113570.28,3.6844,5.00038147,0.5519,4.2178
7553,113571.36,3.6852,5.00053406,0.5515,4.2179
7554,113572.08,3.6857,5.00007629,0.5511,4.2183
7555,113573.16,3.6863,5.00007629,0.5511,4.2186
7556,113574.24,3.6867,4.99946594,0.5506,4.219
7557,113575.32,3.6873,4.99992371,0.5504,4.2195
7558,113576.4,3.688,4.99977112,0.5501,4.2202
7559,113577.12,3.6889,5.00053406,0.55,4.2198
7560,113578.2,3.6895,5.00038147,0.5496,4.2205
7561,113579.28,3.6898,4.99992371,0.5493,4.221
7562,113580.36,3.6904,4.99977112,0.5492,4.2216
7563,113581.08,3.6909,4.99977112,0.5488,4.2217
7564,113582.16,3.6916,5.00053406,0.5488,4.2221
7565,113583.24,3.6922,5.00007629,0.5484,4.2227
7566,113584.32,3.6925,4.99961853,0.5484,4.223
7567,113585.4,3.693,4.99992371,0.5479,4.2232
7568,113586.12,3.6938,5.00038147,0.5479,4.2237
7569,113587.2,3.6944,5.00007629,0.5477,4.224
7570,113588.28,3.6948,4.99946594,0.5474,4.2245
7571,113589.36,3.6956,4.99992371,0.5472,4.2246
7572,113590.08,3.696,4.99992371,0.5469,4.2252
7573,113591.16,3.6967,4.99992371,0.5466,4.2254
7574,113592.24,3.6973,5.00038147,0.5465,4.2257
7575,113593.32,3.6976,5.00053406,0.5463,4.2262
7576,113594.4,3.698,4.99992371,0.5463,4.2265
7577,113595.12,3.6985,5.00007629,0.5457,4.2268
7578,113596.2,3.6991,4.99977112,0.5458,4.227
7579,113597.28,3.6997,4.99977112,0.5455,4.2273
7580,113598.36,3.7003,4.99992371,0.5452,4.2276
7581,113599.08,3.7009,4.99977112,0.5449,4.228
7582,113600.16,3.7012,5.00022888,0.5447,4.2284
7583,113601.24,3.7017,4.99992371,0.5444,4.2289
7584,113602.32,3.7021,5.00038147,0.5442,4.2291
7585,113603.4,3.7028,4.99977112,0.5441,4.2294
7586,113604.12,3.7032,5.00022888,0.5441,4.2297
7587,113605.2,3.7035,4.99977112,0.5439,4.2299
7588,113606.28,3.704,5.00007629,0.5437,4.2302
7589,113607.36,3.7046,5.00022888,0.5436,4.2311
7590,113608.08,3.7049,4.99961853,0.5433,4.2311
7591,113609.16,3.7057,5.00022888,0.5433,4.2315
7592,113610.24,3.7061,5.00022888,0.543,4.2318
7593,113611.32,3.7066,5.00007629,0.5428,4.2319
7594,113612.4,3.7069,5.00007629,0.5426,4.2322
7595,113613.12,3.7073,4.99992371,0.5423,4.2326
7596,113614.2,3.7078,5.00038147,0.5422,4.2327
7597,113615.28,3.7081,4.99961853,0.542,4.233
7598,113616.36,3.7089,4.99977112,0.5417,4.2335
7599,113617.08,3.7092,5.00053406,0.5418,4.2338
7600,113618.16,3.7096,4.99977112,0.5415,4.2338
7601,113619.24,3.7099,4.99992371,0.5414,4.2342
7602,113620.32,3.7104,5.00053406,0.5412,4.2346
7603,113621.4,3.711,5.00007629,0.5409,4.235
7604,113622.12,3.7115,5.00007629,0.5409,4.2351
7605,113623.2,3.7119,5.00007629,0.5407,4.2354
7606,113624.28,3.7122,5.00007629,0.5406,4.2357
7607,113625.36,3.7127,5.00068665,0.5404,4.2359
7608,113626.08,3.7128,5.00022888,0.5402,4.2362
7609,113627.16,3.7131,4.99977112,0.5402,4.2367
7610,113628.24,3.7139,4.99961853,0.5401,4.2369
7611,113629.32,3.7144,5.00022888,0.5401,4.2372
7612,113630.4,3.7145,5.00038147,0.5398,4.2373
7613,113631.12,3.7148,5.00007629,0.5395,4.2375
7614,113632.2,3.7153,5.00022888,0.5395,4.2378
7615,113633.28,3.7157,5.00038147,0.5391,4.2384
7616,113634.36,3.716,4.99977112,0.5393,4.2384
7617,113635.08,3.7166,4.99992371,0.5391,4.2389
7618,113635.44,3.7166,5.00038147,0.5391,4.2389
7619,113635.44,3.5662,0,0.5391,4.2389
7620,113635.44,3.5549,0,0.6452,4.1841
7621,113636.52,3.5473,0,0.65,4.1815
7622,113637.6,3.5428,0,0.6522,4.1788
7623,113638.68,3.5396,0,0.6535,4.1774
7624,113639.76,3.5366,0,0.6552,4.1756
7625,113640.48,3.5343,0,0.6559,4.1742
