Index,Time [s],Voltage [V],Current [A],Negative electrode potential [V],Positive electrode potential [V]
6579,98770.32,2.3392,0,1.4242,3.6684
6580,98770.68,2.3624,0,1.3842,3.6867
6581,98770.68,2.3844,0,1.3557,3.7009
6582,98770.68,2.4054,0,1.3325,3.713
6583,98771.04,2.425,0,1.3325,3.713
6584,98771.04,2.4437,0,1.3132,3.7236
6585,98771.4,2.4619,0,1.2964,3.7236
6586,98771.4,2.4797,0,1.2964,3.7333
6587,98771.76,2.4967,0,1.2816,3.7416
6588,98772.12,2.5133,0,1.2682,3.7495
6589,98772.12,2.5295,0,1.2564,3.7569
6590,98772.48,2.5449,0,1.2459,3.7637
6591,98772.48,2.5599,0,1.2359,3.7699
6592,98772.84,2.5748,0,1.2272,3.7759
6593,98773.2,2.589,0,1.2189,3.7813
6594,98773.56,2.603,0,1.2043,3.7864
6595,98773.92,2.6168,0,1.2043,3.7912
6596,98773.92,2.63,0,1.1917,3.7998
6597,98774.28,2.6433,0,1.1809,3.8074
6598,98775,2.6561,0,1.1763,3.8113
6599,98775.36,2.6687,0,1.1675,3.8175
6600,98775.72,2.6809,0,1.1602,3.8229
6601,98776.08,2.6926,0,1.1534,3.8283
6602,98776.8,2.7042,0,1.1449,3.8348
6603,98777.52,2.7158,0,1.1402,3.8383
6604,98778.24,2.7271,0,1.134,3.8434
6605,98779.32,2.7382,0,1.1274,3.8489
6606,98780.04,2.7485,0,1.1219,3.8534
6607,98781.12,2.7565,0,1.1173,3.8571
6608,98782.2,2.7637,0,1.1135,3.8604
6609,98783.28,2.7695,0,1.1101,3.8633
6610,98784.36,2.775,0,1.1073,3.8658
6611,98785.08,2.7797,0,1.1047,3.8682
6612,98786.16,2.784,0,1.1022,3.8703
6613,98787.24,2.7875,0,1.0999,3.8725
6614,98788.32,2.791,0,1.0983,3.8739
6615,98789.04,2.7941,0,1.0968,3.8757
6616,98790.12,2.7971,0,1.0952,3.8771
6617,98791.2,2.7999,0,1.0937,3.8782
6618,98792.28,2.8023,0,1.0926,3.8796
6619,98793.36,2.8048,0,1.0915,3.8806
6620,98794.08,2.807,0,1.0898,3.8817
6621,98795.16,2.809,0,1.089,3.883
6622,98796.24,2.8112,0,1.0877,3.8836
6623,98797.32,2.813,0,1.0871,3.8844
6624,98798.04,2.8147,0,1.0863,3.8858
6625,98799.12,2.8164,0,1.0853,3.8863
6626,98800.2,2.8177,0,1.0845,3.887
6627,98801.28,2.8196,0,1.0836,3.8879
6628,98802.36,2.8209,0,1.0828,3.8884
6629,98803.08,2.8223,0,1.082,3.8892
6630,98804.16,2.8235,0,1.0815,3.8898
6631,98805.24,2.8248,0,1.0808,3.8905
6632,98806.32,2.8261,0,1.0805,3.8911
6633,98807.04,2.8272,0,1.0794,3.8916
6634,98808.12,2.8284,0,1.0791,3.8919
6635,98809.2,2.8295,0,1.0785,3.8927
6636,98810.28,2.8307,0,1.0777,3.8932
6637,98811.36,2.8316,0,1.0775,3.8936
6638,98812.08,2.8325,0,1.0769,3.8941
6639,98813.16,2.8331,0,1.0764,3.8943
6640,98814.24,2.8345,0,1.0758,3.8951
6641,98815.32,2.8353,0,1.0754,3.8955
6642,98816.04,2.8362,0,1.075,3.896
6643,98817.12,2.837,0,1.0745,3.8962
6644,98818.2,2.8376,0,1.074,3.8967
6645,98819.28,2.8386,0,1.0735,3.8973
6646,98820.36,2.8392,0,1.0732,3.8971
6647,98821.08,2.8399,0,1.0729,3.8978
6648,98822.16,2.8408,0,1.0726,3.8979
6649,98823.24,2.8414,0,1.0723,3.8986
6650,98824.32,2.842,0,1.0718,3.8987
6651,98825.04,2.8426,0,1.0716,3.8989
6652,98826.12,2.8434,0,1.071,3.8994
6653,98827.2,2.844,0,1.0708,3.9
6654,98828.28,2.8446,0,1.0705,3.9
6655,98829.36,2.8452,0,1.07,3.9003
6656,98829.72,2.8457,0,1.0699,3.9005
6657,98829.72,2.8455,0,1.0699,3.9005
6658,98851.68,2.8556,0,1.0648,3.9051
6659,98886.96,2.8658,0,1.0595,3.9102
6660,98947.08,2.8756,0,1.0543,3.9146
6661,99007.2,2.8817,0,1.0509,3.9175
6662,99066.96,2.8861,0,1.0487,3.9194
6663,99127.08,2.8896,0,1.047,3.9207
6664,99187.2,2.8925,0,1.0455,3.9221
6665,99246.96,2.8951,0,1.044,3.9234
6666,99307.08,2.8972,0,1.0432,3.924
6667,99367.2,2.8991,0,1.0419,3.9248
6668,99426.96,2.9007,0,1.0411,3.9256
6669,99487.08,2.9023,0,1.0401,3.9262
6670,99547.2,2.9038,0,1.0392,3.9269
6671,99606.96,2.9052,0,1.0384,3.9274
6672,99667.08,2.9064,0,1.0379,3.9278
6673,99727.2,2.9075,0,1.0373,3.9285
6674,99786.96,2.9088,0,1.0363,3.9285
6675,99847.08,2.9099,0,1.0357,3.9289
6676,99907.2,2.9108,0,1.0352,3.9296
6677,99966.96,2.9117,0,1.0347,3.9299
6678,100027.08,2.9128,0,1.0339,3.9304
6679,100087.2,2.9139,0,1.0336,3.9304
6680,100146.96,2.9143,0,1.033,3.9307
6681,100207.08,2.9152,0,1.0325,3.9312
6682,100267.2,2.9162,0,1.032,3.9315
6683,100326.96,2.9169,0,1.0315,3.932
6684,100387.08,2.9177,0,1.0309,3.9323
6685,100447.2,2.9184,0,1.0307,3.9326
6686,100506.96,2.9192,0,1.0304,3.9326
6687,100567.08,2.9197,0,1.0301,3.9331
6688,100627.2,2.9203,0,1.0295,3.9334
6689,100686.96,2.921,0,1.0292,3.9336
6690,100747.08,2.9218,0,1.0288,3.9337
6691,100807.2,2.9224,0,1.0287,3.9342
6692,100866.96,2.9229,0,1.0284,3.9347
6693,100927.08,2.9235,0,1.028,3.9348
6694,100987.2,2.9242,0,1.0276,3.935
6695,101046.96,2.9245,0,1.0276,3.9353
6696,101107.08,2.9253,0,1.0271,3.9356
6697,101167.2,2.9259,0,1.0271,3.9359
6698,101226.96,2.9262,0,1.0265,3.9363
6699,101287.08,2.9268,0,1.0265,3.9366
6700,101347.2,2.9274,0,1.0261,3.9367
6701,101406.96,2.9276,0,1.0257,3.9372
6702,101467.08,2.9281,0,1.0258,3.9372
6703,101527.2,2.9287,0,1.0255,3.9377
6704,101586.96,2.9291,0,1.0257,3.9379
6705,101647.08,2.9297,0,1.0255,3.9383
6706,101707.2,2.93,0,1.0253,3.9388
6707,101766.96,2.9305,0,1.0253,3.9393
6708,101827.08,2.9313,0,1.0252,3.9394
6709,101887.2,2.9314,0,1.0249,3.9401
6710,101946.96,2.9319,0,1.0247,3.9399
6711,102007.08,2.9323,0,1.0244,3.9404
6712,102067.2,2.9328,0,1.0242,3.9406
6713,102126.96,2.9329,0,1.0239,3.9407
6714,102187.08,2.9334,0,1.0238,3.941
6715,102247.2,2.9339,0,1.0233,3.941
6716,102306.96,2.9342,0,1.0233,3.9412
6717,102367.08,2.9346,0,1.023,3.9414
6718,102369.96,2.9349,0,1.023,3.941
6719,102369.96,2.7393,5.00495911,1.023,3.941
6720,102369.96,2.6821,5.00007629,1.1535,3.8504
6721,102370.32,2.6552,4.99992371,1.1535,3.8504
6722,102370.32,2.6326,5.00038147,1.1535,3.8504
6723,102370.32,2.6123,5.00022888,1.1919,3.8267
6724,102370.68,2.5937,5.00007629,1.2132,3.8135
6725,102370.68,2.5768,5.00038147,1.2286,3.8043
6726,102371.04,2.5606,5.00038147,1.2412,3.7963
6727,102371.4,2.5451,4.99977112,1.252,3.7963
6728,102371.4,2.5298,4.99992371,1.252,3.7895
6729,102371.76,2.5148,5.00007629,1.2704,3.7774
6730,102372.12,2.5,5.00007629,1.2784,3.7723
6731,102372.48,2.4857,5.00007629,1.2863,3.7672
6732,102372.48,2.4717,5.00022888,1.2935,3.7623
6733,102372.84,2.4576,5.00022888,1.3007,3.7575
6734,102373.2,2.4437,4.99977112,1.314,3.7486
6735,102373.56,2.43,4.99977112,1.3209,3.7441
6736,102373.92,2.4163,5.00007629,1.3271,3.74
6737,102374.28,2.4022,4.99961853,1.3395,3.7316
6738,102374.64,2.3883,5.00007629,1.3457,3.7276
6739,102374.64,2.3748,5.00038147,1.3519,3.7236
6740,102375,2.3615,5.00022888,1.3576,3.7196
6741,102375.36,2.3479,5.00007629,1.3697,3.7118
6742,102375.72,2.3346,5.00007629,1.3818,3.708
6743,102376.08,2.3212,5.00022888,1.3818,3.7044
6744,102376.44,2.3078,5.00007629,1.3935,3.6969
6745,102376.8,2.2943,4.99992371,1.4055,3.6893
6746,102377.16,2.2809,5.00022888,1.4112,3.6854
6747,102377.52,2.2672,5.00053406,1.4171,3.6821
6748,102377.88,2.2541,4.99992371,1.429,3.6748
6749,102378.24,2.2411,5.00007629,1.4354,3.6711
6750,102378.6,2.2277,4.99992371,1.4411,3.6676
6751,102378.96,2.2142,5.00022888,1.4532,3.6605
6752,102378.96,2.2014,4.99961853,1.4592,3.6568
6753,102379.32,2.188,5.00007629,1.4653,3.6535
6754,102379.68,2.1747,4.99992371,1.4775,3.6463
6755,102380.04,2.1613,4.99977112,1.4837,3.6428
6756,102380.4,2.1479,4.99992371,1.4958,3.6393
6757,102380.76,2.1344,5.00022888,1.5017,3.633
6758,102381.12,2.121,5.00022888,1.5143,3.626
6759,102381.48,2.1077,5.00022888,1.5203,3.6228
6760,102381.84,2.0943,4.99992371,1.5267,3.619
6761,102382.2,2.0807,4.99992371,1.5391,3.6126
6762,102382.56,2.0674,5.00022888,1.5451,3.6094
6763,102382.92,2.0542,4.99992371,1.5512,3.6062
6764,102383.28,2.0409,4.99992371,1.5637,3.5997
6765,102383.64,2.0279,4.99946594,1.576,3.5935
6766,102384,2.0143,4.99961853,1.5818,3.5935
6767,102384.36,2.0011,5.00022888,1.588,3.5875
6768,102384.36,2,5.00007629,1.588,3.5875
6769,102384.36,2.179,0,1.588,3.5875
6770,102384.36,2.2557,0,1.5943,3.5843
6771,102384.72,2.2887,0,1.4233,3.6759
6772,102384.72,2.3175,0,1.4233,3.6759
6773,102384.72,2.3432,0,1.3856,3.6942
6774,102385.08,2.3656,0,1.3585,3.6942
6775,102385.08,2.387,0,1.3585,3.6942
6776,102385.44,2.4073,0,1.3585,3.7085
6777,102385.44,2.4268,0,1.3369,3.7208
6778,102385.8,2.4457,0,1.3188,3.7313
6779,102385.8,2.4639,0,1.3032,3.7405
6780,102386.16,2.4811,0,1.2895,3.7489
6781,102386.16,2.4977,0,1.2895,3.7489
6782,102386.52,2.5138,0,1.2773,3.7565
6783,102386.52,2.5295,0,1.2665,3.7634
6784,102386.88,2.5441,0,1.2566,3.7697
6785,102387.24,2.5585,0,1.2393,3.7756
6786,102387.6,2.5727,0,1.2393,3.7812
6787,102387.6,2.5866,0,1.2249,3.7911
6788,102387.96,2.6,0,1.2189,3.7952
6789,102388.32,2.6125,0,1.2078,3.7993
6790,102388.68,2.6252,0,1.2027,3.8065
6791,102389.04,2.6375,0,1.1938,3.8128
6792,102389.76,2.6496,0,1.19,3.8159
6793,102390.12,2.6615,0,1.1796,3.8232
6794,102390.84,2.6729,0,1.1739,3.8278
6795,102391.56,2.6841,0,1.1667,3.8329
6796,102392.28,2.6952,0,1.161,3.8377
6797,102393.36,2.7057,0,1.1551,3.8424
6798,102394.44,2.7143,0,1.1499,3.8464
6799,102395.16,2.7216,0,1.1451,3.8497
6800,102396.24,2.7279,0,1.1416,3.8534
6801,102397.32,2.7332,0,1.1389,3.8559
6802,102398.4,2.7378,0,1.1367,3.8583
6803,102399.48,2.7417,0,1.1341,3.8602
6804,102400.2,2.7454,0,1.1325,3.8617
6805,102401.28,2.7489,0,1.1305,3.8634
6806,102402.36,2.752,0,1.1292,3.8648
6807,102403.44,2.7546,0,1.1273,3.8663
6808,102404.16,2.7572,0,1.126,3.868
6809,102405.24,2.7597,0,1.1247,3.8688
6810,102406.32,2.7619,0,1.1236,3.8699
6811,102407.4,2.7637,0,1.1227,3.8709
6812,102408.48,2.7659,0,1.1217,3.872
6813,102409.2,2.7677,0,1.1206,3.8728
6814,102410.28,2.7692,0,1.1198,3.8734
6815,102411.36,2.7712,0,1.1187,3.8744
6816,102412.44,2.7726,0,1.1182,3.8753
6817,102413.16,2.7742,0,1.1173,3.876
6818,102414.24,2.7755,0,1.1165,3.8769
6819,102415.32,2.7768,0,1.116,3.8774
6820,102416.4,2.7784,0,1.1149,3.8781
6821,102417.48,2.7796,0,1.1146,3.8785
6822,102418.2,2.7807,0,1.1138,3.8792
6823,102419.28,2.7819,0,1.1131,3.8798
6824,102420.36,2.7828,0,1.1128,3.8804
6825,102421.44,2.784,0,1.1122,3.8809
6826,102422.16,2.7849,0,1.1117,3.8812
6827,102423.24,2.786,0,1.1112,3.8817
6828,102424.32,2.7866,0,1.1108,3.8823
6829,102425.4,2.7877,0,1.1104,3.8827
6830,102426.48,2.7884,0,1.1098,3.8831
6831,102427.2,2.7895,0,1.1093,3.8836
6832,102428.28,2.7903,0,1.109,3.8838
6833,102429.36,2.7912,0,1.1085,3.8843
6834,102430.44,2.7919,0,1.1082,3.8846
6835,102431.16,2.7927,0,1.1077,3.885
6836,102432.24,2.7933,0,1.1074,3.8857
6837,102433.32,2.7939,0,1.1071,3.8858
6838,102434.4,2.795,0,1.1069,3.8862
6839,102435.48,2.7955,0,1.1065,3.8863
6840,102436.2,2.7959,0,1.106,3.8868
6841,102437.28,2.7965,0,1.1057,3.8871
6842,102438.36,2.7971,0,1.1052,3.8876
6843,102439.44,2.7979,0,1.105,3.8878
6844,102440.16,2.7984,0,1.1047,3.8882
6845,102441.24,2.799,0,1.1045,3.8882
6846,102442.32,2.7994,0,1.1042,3.8885
6847,102443.4,2.8,0,1.1038,3.8887
6848,102444.12,2.8006,0,1.1038,3.8892
6849,102444.12,2.8,0,1.1038,3.8892
6850,102467.52,2.8103,0,1.0985,3.894
6851,102507.48,2.8203,0,1.0939,3.8987
6852,102567.6,2.8293,0,1.0891,3.903
6853,102627.36,2.835,0,1.0861,3.906
6854,102687.48,2.8394,0,1.084,3.908
6855,102747.6,2.8428,0,1.0823,3.9095
6856,102807.36,2.846,0,1.0808,3.9107
6857,102867.48,2.8482,0,1.0793,3.9118
6858,102927.6,2.8504,0,1.0783,3.9126
6859,102987.36,2.8524,0,1.077,3.9137
6860,103047.48,2.854,0,1.0762,3.9143
6861,103107.6,2.8556,0,1.0753,3.9149
6862,103167.36,2.8573,0,1.0742,3.9157
6863,103227.48,2.8588,0,1.0735,3.9159
6864,103287.6,2.86,0,1.0727,3.9169
6865,103347.36,2.8612,0,1.0721,3.9172
6866,103407.48,2.8624,0,1.0713,3.9177
6867,103467.6,2.8637,0,1.0707,3.9183
6868,103527.36,2.8646,0,1.0702,3.9186
6869,103587.48,2.8658,0,1.0696,3.9188
6870,103647.6,2.8664,0,1.0691,3.9192
6871,103707.36,2.8675,0,1.0684,3.9194
6872,103767.48,2.8684,0,1.0678,3.9199
6873,103827.6,2.8695,0,1.0673,3.9204
6874,103887.36,2.8701,0,1.067,3.9208
6875,103947.48,2.871,0,1.0662,3.921
6876,104007.6,2.8716,0,1.0659,3.9213
6877,104067.36,2.8725,0,1.0656,3.9215
6878,104127.48,2.8734,0,1.0649,3.9218
6879,104187.6,2.874,0,1.0646,3.9223
6880,104247.36,2.8746,0,1.0641,3.9223
6881,104307.48,2.8754,0,1.0638,3.9227
6882,104367.6,2.8759,0,1.0632,3.9231
6883,104427.36,2.8766,0,1.063,3.9232
6884,104487.48,2.8771,0,1.0624,3.9235
6885,104547.6,2.8779,0,1.0621,3.9239
6886,104607.36,2.8786,0,1.0618,3.924
6887,104667.48,2.8791,0,1.0614,3.9239
6888,104727.6,2.8797,0,1.061,3.9242
6889,104787.36,2.8801,0,1.0607,3.9242
6890,104847.48,2.8806,0,1.0602,3.9245
6891,104907.6,2.8812,0,1.0599,3.9247
6892,104967.36,2.8817,0,1.0594,3.9247
6893,105027.48,2.8823,0,1.0591,3.9248
6894,105087.6,2.8829,0,1.0586,3.925
6895,105147.36,2.8832,0,1.0584,3.925
6896,105207.48,2.8837,0,1.0581,3.925
6897,105267.6,2.8843,0,1.0578,3.9253
6898,105327.36,2.8847,0,1.0573,3.9254
6899,105387.48,2.8852,0,1.0568,3.9253
6900,105447.6,2.8856,0,1.0564,3.9254
6901,105507.36,2.8862,0,1.0562,3.9256
6902,105567.48,2.8864,0,1.0559,3.9256
6903,105627.6,2.8872,0,1.0556,3.9259
6904,105687.36,2.8872,0,1.0551,3.9256
6905,105747.48,2.8878,0,1.0549,3.9258
6906,105807.6,2.8884,0,1.0543,3.9262
6907,105867.36,2.8884,0,1.0541,3.9259
6908,105927.48,2.889,0,1.0537,3.9261
6909,105984.36,2.8894,0,1.0535,3.9259
6910,105985.44,3.0901,4.99778748,1.0533,3.9262
6911,105985.44,3.1305,5.00007629,1.0567,3.9258
6912,105985.8,3.1461,5.00038147,0.9097,4.0229
6913,105986.16,3.1586,5.00007629,0.8917,4.0287
6914,105986.52,3.1705,4.99931335,0.8878,4.0338
6915,105987.24,3.1824,5.00022888,0.8789,4.0403
6916,105987.96,3.1937,5.00022888,0.8725,4.0457
6917,105988.68,3.2049,4.99992371,0.8671,4.0505
6918,105989.4,3.2158,4.99992371,0.8609,4.0549
6919,105990.48,3.227,4.99961853,0.8553,4.0619
6920,105991.56,3.2372,4.99946594,0.8504,4.0668
6921,105992.64,3.2465,5.00007629,0.8455,4.0718
6922,105993.36,3.2557,5.00007629,0.8413,4.0762
6923,105994.44,3.2644,4.99992371,0.837,4.0805
6924,105995.52,3.2726,4.99977112,0.8334,4.0847
6925,105996.6,3.2805,5.00053406,0.8292,4.0886
6926,105997.68,3.288,4.99992371,0.8248,4.0923
6927,105998.4,3.2953,5.00007629,0.8216,4.0967
6928,105999.48,3.3024,4.99977112,0.8178,4.1002
6929,106000.56,3.3091,4.99961853,0.8144,4.1037
6930,106001.64,3.3159,5.00022888,0.8113,4.1068
6931,106002.36,3.3223,4.99992371,0.8082,4.1101
6932,106003.44,3.3285,5.00007629,0.8049,4.113
6933,106004.52,3.3344,5.00022888,0.8022,4.1158
6934,106005.6,3.34,4.99977112,0.7985,4.1188
6935,106006.68,3.346,5.00053406,0.7958,4.1223
6936,106007.4,3.3515,4.99992371,0.793,4.125
6937,106008.48,3.3568,4.99977112,0.7903,4.1276
6938,106009.56,3.3622,4.99992371,0.7877,4.1303
6939,106010.64,3.3674,4.99977112,0.7852,4.1325
6940,106011.36,3.3725,4.99977112,0.7826,4.1351
6941,106012.44,3.3773,5.00022888,0.7801,4.1373
6942,106013.52,3.3823,4.99977112,0.7772,4.1397
6943,106014.6,3.3869,5.00022888,0.7747,4.1427
6944,106015.68,3.3915,5.00053406,0.7728,4.1448
6945,106016.4,3.3959,5.00007629,0.7704,4.1472
6946,106017.48,3.4005,5.00038147,0.7682,4.1491
6947,106018.56,3.4046,4.99992371,0.7659,4.1511
6948,106019.64,3.409,5.00007629,0.7637,4.1532
6949,106020.36,3.4131,4.99977112,0.7618,4.1551
6950,106021.44,3.4171,5.00007629,0.7591,4.1572
6951,106022.52,3.4211,4.99961853,0.757,4.1592
6952,106023.6,3.4247,4.99977112,0.7553,4.1613
6953,106024.68,3.4289,5.00038147,0.7532,4.1631
6954,106025.4,3.4328,4.99992371,0.7515,4.1648
6955,106026.48,3.4365,4.99977112,0.7494,4.1667
6956,106027.56,3.4401,4.99977112,0.7476,4.1682
6957,106028.64,3.4438,5.00007629,0.7457,4.1701
6958,106029.36,3.4472,5.00022888,0.7437,4.1715
6959,106030.44,3.4505,4.99992371,0.7418,4.1737
6960,106031.52,3.4542,4.99992371,0.74,4.1751
6961,106032.6,3.4574,5.00007629,0.7381,4.1767
6962,106033.68,3.4609,5.00007629,0.7367,4.1783
6963,106034.4,3.464,5.00068665,0.7348,4.1798
6964,106035.48,3.4672,5.00007629,0.733,4.1814
6965,106036.56,3.4704,4.99977112,0.7316,4.1828
6966,106037.64,3.4734,5.00007629,0.7295,4.1842
6967,106038.36,3.4763,4.99961853,0.7279,4.1861
6968,106039.44,3.4795,4.99992371,0.7263,4.1872
6969,106040.52,3.4824,5.00022888,0.7249,4.1887
6970,106041.6,3.4853,5.00022888,0.7236,4.1901
6971,106042.68,3.4882,5.00022888,0.7219,4.1914
6972,106043.4,3.4911,5.00022888,0.7204,4.1926
6973,106044.48,3.494,5.00007629,0.719,4.1938
6974,106045.56,3.4965,5.00007629,0.7174,4.195
6975,106046.64,3.499,4.99961853,0.7158,4.1968
6976,106047.36,3.5018,5.00007629,0.7147,4.1981
6977,106048.44,3.5045,5.00007629,0.7131,4.1992
6978,106049.52,3.507,4.99992371,0.7119,4.2001
6979,106050.6,3.5097,4.99992371,0.7106,4.2016
6980,106051.68,3.5119,4.99977112,0.7095,4.2027
6981,106052.4,3.5145,4.99992371,0.7079,4.2038
6982,106053.48,3.5171,5.00007629,0.7063,4.2047
6983,106054.56,3.5193,5.00007629,0.7052,4.2062
6984,106055.64,3.5218,5.00007629,0.7037,4.207
6985,106056.36,3.5239,4.99977112,0.7025,4.2084
6986,106057.44,3.5262,4.99977112,0.7014,4.2093
6987,106058.52,3.5285,4.99961853,0.7003,4.2101
6988,106059.6,3.5306,4.99992371,0.6995,4.2114
6989,106060.68,3.5328,5.00038147,0.698,4.2125
6990,106061.4,3.5351,5.00038147,0.6966,4.2133
6991,106062.48,3.5369,5.00022888,0.6953,4.2149
6992,106063.56,3.5392,4.99992371,0.6945,4.2155
6993,106064.64,3.541,4.99992371,0.6934,4.2167
6994,106065.36,3.5431,5.00022888,0.6923,4.2176
6995,106066.44,3.5451,5.00007629,0.6913,4.2183
6996,106067.52,3.5471,4.99931335,0.6902,4.2192
6997,106068.6,3.5488,4.99992371,0.6894,4.2198
6998,106069.68,3.5509,5.00007629,0.6883,4.2206
6999,106070.4,3.5526,5.00007629,0.6872,4.2217
7000,106071.48,3.5541,5.00038147,0.6861,4.2229
7001,106072.56,3.5564,5.00007629,0.6853,4.2235
7002,106073.64,3.5579,4.99992371,0.6843,4.2245
7003,106074.36,3.5595,4.99992371,0.6836,4.2248
7004,106075.44,3.5613,4.99992371,0.6823,4.2259
7005,106076.52,3.5628,5.00007629,0.6818,4.2267
7006,106077.6,3.5644,4.99931335,0.6807,4.2273
7007,106078.68,3.5662,4.99992371,0.6797,4.2283
7008,106079.4,3.5677,5.00038147,0.6793,4.2289
7009,106080.48,3.5691,4.99992371,0.678,4.2297
7010,106081.56,3.5706,5.00038147,0.6773,4.2303
7011,106082.64,3.5721,5.00022888,0.6767,4.231
7012,106083.36,3.5735,4.99992371,0.6759,4.2315
7013,106084.44,3.5749,5.00022888,0.675,4.2324
7014,106085.52,3.5761,4.99992371,0.6742,4.2329
7015,106086.6,3.5776,4.99961853,0.6734,4.2335
7016,106087.68,3.5789,4.99977112,0.6727,4.2343
7017,106088.4,3.5801,4.99977112,0.6718,4.235
7018,106089.48,3.5814,4.99977112,0.6713,4.2353
7019,106090.56,3.583,5.00022888,0.6705,4.2361
7020,106091.64,3.584,5.00053406,0.67,4.2365
7021,106092.36,3.5851,4.99977112,0.6692,4.2372
7022,106093.44,3.5866,5.00022888,0.6686,4.2377
7023,106094.52,3.5875,5.00007629,0.6676,4.2381
7024,106095.6,3.5889,5.00007629,0.6669,4.2389
7025,106096.68,3.5898,5.00022888,0.6664,4.2392
7026,106097.4,3.5911,5.00007629,0.6659,4.2396
7027,106098.48,3.592,5.00038147,0.6651,4.2402
7028,106099.56,3.593,4.99977112,0.6648,4.2407
7029,106100.64,3.5943,5.00007629,0.6643,4.2412
7030,106101.36,3.5952,5.00007629,0.6635,4.2418
7031,106102.44,3.5962,5.00038147,0.663,4.2421
7032,106103.52,3.5972,4.99992371,0.6626,4.2427
7033,106104.6,3.5981,5.00007629,0.6618,4.2431
7034,106105.68,3.5988,5.00022888,0.6614,4.2435
7035,106106.4,3.6001,5.00022888,0.6613,4.244
7036,106107.48,3.6007,5.00007629,0.6603,4.2443
7037,106108.56,3.6016,4.99977112,0.66,4.2447
7038,106109.64,3.6023,5.00007629,0.6595,4.2448
7039,106110.36,3.6031,5.00022888,0.6591,4.2453
7040,106111.44,3.604,4.99931335,0.6584,4.2458
7041,106112.52,3.6046,5.00007629,0.6578,4.2461
7042,106113.6,3.6054,5.00007629,0.6575,4.2464
7043,106114.68,3.6062,5.00007629,0.657,4.2467
7044,106115.4,3.6071,5.00007629,0.6567,4.2474
7045,106116.48,3.6075,5.00022888,0.6564,4.2474
7046,106117.56,3.6083,4.99992371,0.656,4.2477
7047,106118.64,3.6091,5.00022888,0.6554,4.248
7048,106119.36,3.6097,4.99992371,0.6549,4.2483
7049,106120.44,3.6104,5.00053406,0.6546,4.2486
7050,106121.52,3.6112,4.99977112,0.654,4.2489
7051,106122.6,3.6115,5.00007629,0.654,4.2491
7052,106123.68,3.6121,5.00038147,0.6535,4.2493
7053,106124.4,3.6127,5.00022888,0.6533,4.2494
7054,106125.48,3.6135,4.99961853,0.6529,4.2499
7055,106126.56,3.6139,5.00007629,0.6525,4.2499
7056,106127.64,3.6146,4.99977112,0.6521,4.2502
7057,106128.36,3.6152,4.99961853,0.6517,4.2505
7058,106129.44,3.6155,5.00053406,0.6516,4.2507
7059,106130.52,3.6159,4.99961853,0.6511,4.2509
7060,106131.6,3.6167,4.99977112,0.6508,4.2515
7061,106132.68,3.6173,5.00007629,0.6506,4.2515
7062,106133.4,3.6176,5.00022888,0.6503,4.2517
7063,106134.48,3.6182,5.00007629,0.6502,4.252
7064,106135.2,3.6184,5.00007629,0.6495,4.2523
7065,106135.2,3.4646,0,0.6495,4.2523
7066,106135.56,3.4507,0,0.7542,4.1938
7067,106136.28,3.4403,0,0.7639,4.189
7068,106137.36,3.4345,0,0.7664,4.1864
7069,106138.44,3.4301,0,0.7685,4.1841
7070,106139.52,3.4267,0,0.7699,4.1818
7071,106140.6,3.4232,0,0.7712,4.1798
7072,106141.32,3.42,0,0.7725,4.1783
7073,106142.4,3.4173,0,0.7737,4.1767
7074,106143.48,3.4147,0,0.7748,4.1748
7075,106144.56,3.4124,0,0.7756,4.1734
7076,106145.28,3.4104,0,0.7766,4.1721
7077,106146.36,3.4083,0,0.7774,4.1709
7078,106147.44,3.406,0,0.7782,4.1694
7079,106148.52,3.4041,0,0.779,4.1683
7080,106149.6,3.4023,0,0.7799,4.1672
7081,106150.32,3.4003,0,0.7807,4.1662
7082,106151.4,3.3985,0,0.7812,4.165
7083,106152.48,3.3968,0,0.7818,4.164
7084,106153.56,3.3953,0,0.7826,4.1629
7085,106154.28,3.3938,0,0.7833,4.1621
7086,106155.36,3.3919,0,0.7839,4.161
7087,106156.44,3.3904,0,0.7844,4.1604
7088,106157.52,3.389,0,0.7852,4.1592
7089,106158.6,3.3877,0,0.786,4.1583
7090,106159.32,3.386,0,0.7863,4.1575
7091,106160.4,3.3848,0,0.7871,4.1569
7092,106161.48,3.3834,0,0.7872,4.1559
7093,106162.56,3.382,0,0.788,4.1551
7094,106163.28,3.3806,0,0.7887,4.1545
7095,106164.36,3.3793,0,0.789,4.1535
7096,106165.44,3.3779,0,0.7895,4.1529
7097,106166.52,3.3768,0,0.7903,4.1524
7098,106167.6,3.3756,0,0.7907,4.1513
7099,106168.32,3.3742,0,0.7912,4.1507
7100,106169.4,3.3732,0,0.7917,4.1499
7101,106170.48,3.3718,0,0.7922,4.1491
7102,106171.56,3.3707,0,0.7925,4.1484
7103,106172.28,3.3693,0,0.7931,4.148
7104,106173.36,3.3686,0,0.7938,4.1472
7105,106174.44,3.3674,0,0.7941,4.1468
7106,106175.52,3.3663,0,0.7947,4.1459
7107,106176.6,3.3652,0,0.7947,4.1452
7108,106177.32,3.3639,0,0.7954,4.1446
7109,106178.4,3.3631,0,0.7958,4.1443
7110,106179.48,3.3622,0,0.7963,4.1433
